origin                                             , destination                                        , mode   , distance_meters, distance_text, duration_seconds, duration_text  , duration_in_traffic_seconds, duration_in_traffic_text
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Mariahilf                              , walking,            8316, 8.3 km       ,             7059, 1 hour 58 mins ,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), IKEA Westbahnhof                                   , walking,            9694, 9.7 km       ,             8263, 2 hours 18 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmark Verkehrsmuseum Remise                   , walking,            8433, 8.4 km       ,             6881, 1 hour 55 mins ,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Weihnacht im Wald                                  , walking,            9648, 9.6 km       ,             8111, 2 hours 15 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Favoriten                              , walking,            9385, 9.4 km       ,             7866, 2 hours 11 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Winterzauber im Böhmischen Prater                  , walking,           12399, 12.4 km      ,            10480, 2 hours 55 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Meidling                               , walking,            9385, 9.4 km       ,             7866, 2 hours 11 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Ottakringer Weihnachtszauber                       , walking,            9880, 9.9 km       ,             8443, 2 hours 21 mins,                            , 
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt im Schloss Neugebäude                  , walking,           14160, 14.2 km      ,            11567, 3 hours 13 mins,                            , 
Adventmark Verkehrsmuseum Remise                   , MQ                                                 , walking,            4116, 4.1 km       ,             3544, 59 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Altes AKH                                          , walking,            5115, 5.1 km       ,             4335, 1 hour 12 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Am Hof                                             , walking,            3646, 3.6 km       ,             3060, 51 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Spittelberg                                        , walking,            4564, 4.6 km       ,             3859, 1 hour 4 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Stephansplatz                                      , walking,            3085, 3.1 km       ,             2599, 43 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Opera                                              , walking,            8588, 8.6 km       ,             7271, 2 hours 1 min  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Türkenschanzpark                                   , walking,            7724, 7.7 km       ,             6661, 1 hour 51 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Maria-Theresien-Platz                              , walking,            3898, 3.9 km       ,             3279, 55 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Blumengärten Hirschstetten                         , walking,            9252, 9.3 km       ,             7611, 2 hours 7 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Palais Liechtenstein                               , walking,            5000, 5.0 km       ,             4178, 1 hour 10 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Belvedere                                          , walking,            2685, 2.7 km       ,             2307, 38 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Karlsplatz                                         , walking,            3163, 3.2 km       ,             2668, 44 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Messe                                              , walking,            3209, 3.2 km       ,             2581, 43 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Altwiener Christkindlmarkt                         , walking,            3879, 3.9 km       ,             3250, 54 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Biobauern-Adventmarkt                              , walking,            4503, 4.5 km       ,             3807, 1 hour 3 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Rathaus                                            , walking,            4619, 4.6 km       ,             3884, 1 hour 5 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Schönbrunn                                         , walking,            9252, 9.3 km       ,             7903, 2 hours 12 mins,                            , 
Adventmark Verkehrsmuseum Remise                   , Prater / Riesenrad                                 , walking,            2867, 2.9 km       ,             2358, 39 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Mittelalterlicher Adventmarkt                      , walking,            4503, 4.5 km       ,             3807, 1 hour 3 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Weihnachtsmarkt am Michaelerplatz                  , walking,            3777, 3.8 km       ,             3165, 53 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Schloss Wilhelminenberg                            , walking,           10398, 10.4 km      ,             9227, 2 hours 34 mins,                            , 
Adventmark Verkehrsmuseum Remise                   , Advent in der Stallburg                            , walking,            3806, 3.8 km       ,             3191, 53 mins        ,                            , 
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Mariahilf                              , walking,            4750, 4.8 km       ,             4097, 1 hour 8 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , IKEA Westbahnhof                                   , walking,            6093, 6.1 km       ,             5240, 1 hour 27 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            8433, 8.4 km       ,             6896, 1 hour 55 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Weihnacht im Wald                                  , walking,            5284, 5.3 km       ,             4439, 1 hour 14 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Favoriten                              , walking,            4503, 4.5 km       ,             3807, 1 hour 3 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Winterzauber im Böhmischen Prater                  , walking,            4756, 4.8 km       ,             4197, 1 hour 10 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Meidling                               , walking,            4503, 4.5 km       ,             3807, 1 hour 3 mins  ,                            , 
Adventmark Verkehrsmuseum Remise                   , Ottakringer Weihnachtszauber                       , walking,            8378, 8.4 km       ,             7126, 1 hour 59 mins ,                            , 
Adventmark Verkehrsmuseum Remise                   , Adventmarkt im Schloss Neugebäude                  , walking,            5908, 5.9 km       ,             4848, 1 hour 21 mins ,                            , 
Weihnacht im Wald                                  , MQ                                                 , walking,            1936, 1.9 km       ,             1625, 27 mins        ,                            , 
Weihnacht im Wald                                  , Altes AKH                                          , walking,            3531, 3.5 km       ,             2970, 50 mins        ,                            , 
Weihnacht im Wald                                  , Am Hof                                             , walking,            3405, 3.4 km       ,             2812, 47 mins        ,                            , 
Weihnacht im Wald                                  , Spittelberg                                        , walking,            2154, 2.2 km       ,             1811, 30 mins        ,                            , 
Weihnacht im Wald                                  , Stephansplatz                                      , walking,            3335, 3.3 km       ,             2754, 46 mins        ,                            , 
Weihnacht im Wald                                  , Opera                                              , walking,            3517, 3.5 km       ,             2997, 50 mins        ,                            , 
Weihnacht im Wald                                  , Türkenschanzpark                                   , walking,            6186, 6.2 km       ,             5338, 1 hour 29 mins ,                            , 
Weihnacht im Wald                                  , Maria-Theresien-Platz                              , walking,            2191, 2.2 km       ,             1843, 31 mins        ,                            , 
Weihnacht im Wald                                  , Blumengärten Hirschstetten                         , walking,           13404, 13.4 km      ,            11191, 3 hours 7 mins ,                            , 
Weihnacht im Wald                                  , Palais Liechtenstein                               , walking,            4625, 4.6 km       ,             3815, 1 hour 4 mins  ,                            , 
Weihnacht im Wald                                  , Belvedere                                          , walking,            3110, 3.1 km       ,             2638, 44 mins        ,                            , 
Weihnacht im Wald                                  , Karlsplatz                                         , walking,            2372, 2.4 km       ,             1937, 32 mins        ,                            , 
Weihnacht im Wald                                  , Messe                                              , walking,            6629, 6.6 km       ,             5524, 1 hour 32 mins ,                            , 
Weihnacht im Wald                                  , Altwiener Christkindlmarkt                         , walking,            3411, 3.4 km       ,             2822, 47 mins        ,                            , 
Weihnacht im Wald                                  , Biobauern-Adventmarkt                              , walking,            1171, 1.2 km       ,              977, 16 mins        ,                            , 
Weihnacht im Wald                                  , Rathaus                                            , walking,            3087, 3.1 km       ,             2577, 43 mins        ,                            , 
Weihnacht im Wald                                  , Schönbrunn                                         , walking,            4003, 4.0 km       ,             3492, 58 mins        ,                            , 
Weihnacht im Wald                                  , Prater / Riesenrad                                 , walking,            5473, 5.5 km       ,             4519, 1 hour 15 mins ,                            , 
Weihnacht im Wald                                  , Mittelalterlicher Adventmarkt                      , walking,            1171, 1.2 km       ,              977, 16 mins        ,                            , 
Weihnacht im Wald                                  , Weihnachtsmarkt am Michaelerplatz                  , walking,            2970, 3.0 km       ,             2465, 41 mins        ,                            , 
Weihnacht im Wald                                  , Schloss Wilhelminenberg                            , walking,            6988, 7.0 km       ,             6373, 1 hour 46 mins ,                            , 
Weihnacht im Wald                                  , Advent in der Stallburg                            , walking,            2971, 3.0 km       ,             2497, 42 mins        ,                            , 
Weihnacht im Wald                                  , Adventmarkt Mariahilf                              , walking,            1481, 1.5 km       ,             1291, 22 mins        ,                            , 
Weihnacht im Wald                                  , IKEA Westbahnhof                                   , walking,            1568, 1.6 km       ,             1414, 24 mins        ,                            , 
Weihnacht im Wald                                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            9648, 9.6 km       ,             8022, 2 hours 14 mins,                            , 
Weihnacht im Wald                                  , Adventmark Verkehrsmuseum Remise                   , walking,            5284, 5.3 km       ,             4354, 1 hour 13 mins ,                            , 
Weihnacht im Wald                                  , Adventmarkt Favoriten                              , walking,            1171, 1.2 km       ,              977, 16 mins        ,                            , 
Weihnacht im Wald                                  , Winterzauber im Böhmischen Prater                  , walking,            5176, 5.2 km       ,             4532, 1 hour 16 mins ,                            , 
Weihnacht im Wald                                  , Adventmarkt Meidling                               , walking,            1171, 1.2 km       ,              977, 16 mins        ,                            , 
Weihnacht im Wald                                  , Ottakringer Weihnachtszauber                       , walking,            4968, 5.0 km       ,             4272, 1 hour 11 mins ,                            , 
Weihnacht im Wald                                  , Adventmarkt im Schloss Neugebäude                  , walking,            8625, 8.6 km       ,             7141, 1 hour 59 mins ,                            , 
Adventmarkt Favoriten                              , MQ                                                 , walking,            1928, 1.9 km       ,             1627, 27 mins        ,                            , 
Adventmarkt Favoriten                              , Altes AKH                                          , walking,            3741, 3.7 km       ,             3154, 53 mins        ,                            , 
Adventmarkt Favoriten                              , Am Hof                                             , walking,            2954, 3.0 km       ,             2462, 41 mins        ,                            , 
Adventmarkt Favoriten                              , Spittelberg                                        , walking,            2146, 2.1 km       ,             1813, 30 mins        ,                            , 
Adventmarkt Favoriten                              , Stephansplatz                                      , walking,            2786, 2.8 km       ,             2296, 38 mins        ,                            , 
Adventmarkt Favoriten                              , Opera                                              , walking,            4653, 4.7 km       ,             3937, 1 hour 6 mins  ,                            , 
Adventmarkt Favoriten                              , Türkenschanzpark                                   , walking,            6638, 6.6 km       ,             5725, 1 hour 35 mins ,                            , 
Adventmarkt Favoriten                              , Maria-Theresien-Platz                              , walking,            2144, 2.1 km       ,             1821, 30 mins        ,                            , 
Adventmarkt Favoriten                              , Blumengärten Hirschstetten                         , walking,           12673, 12.7 km      ,            10592, 2 hours 57 mins,                            , 
Adventmarkt Favoriten                              , Palais Liechtenstein                               , walking,            4424, 4.4 km       ,             3680, 1 hour 1 min   ,                            , 
Adventmarkt Favoriten                              , Belvedere                                          , walking,            1929, 1.9 km       ,             1655, 28 mins        ,                            , 
Adventmarkt Favoriten                              , Karlsplatz                                         , walking,            1741, 1.7 km       ,             1417, 24 mins        ,                            , 
Adventmarkt Favoriten                              , Messe                                              , walking,            5899, 5.9 km       ,             4925, 1 hour 22 mins ,                            , 
Adventmarkt Favoriten                              , Altwiener Christkindlmarkt                         , walking,            2993, 3.0 km       ,             2498, 42 mins        ,                            , 
Adventmarkt Favoriten                              , Biobauern-Adventmarkt                              , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Favoriten                              , Rathaus                                            , walking,            3121, 3.1 km       ,             2613, 44 mins        ,                            , 
Adventmarkt Favoriten                              , Schönbrunn                                         , walking,            4936, 4.9 km       ,             4250, 1 hour 11 mins ,                            , 
Adventmarkt Favoriten                              , Prater / Riesenrad                                 , walking,            4633, 4.6 km       ,             3863, 1 hour 4 mins  ,                            , 
Adventmarkt Favoriten                              , Mittelalterlicher Adventmarkt                      , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Favoriten                              , Weihnachtsmarkt am Michaelerplatz                  , walking,            2536, 2.5 km       ,             2127, 35 mins        ,                            , 
Adventmarkt Favoriten                              , Schloss Wilhelminenberg                            , walking,            7669, 7.7 km       ,             6954, 1 hour 56 mins ,                            , 
Adventmarkt Favoriten                              , Advent in der Stallburg                            , walking,            2422, 2.4 km       ,             2039, 34 mins        ,                            , 
Adventmarkt Favoriten                              , Adventmarkt Mariahilf                              , walking,            1559, 1.6 km       ,             1365, 23 mins        ,                            , 
Adventmarkt Favoriten                              , IKEA Westbahnhof                                   , walking,            2345, 2.3 km       ,             2054, 34 mins        ,                            , 
Adventmarkt Favoriten                              , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            9385, 9.4 km       ,             7770, 2 hours 10 mins,                            , 
Adventmarkt Favoriten                              , Adventmark Verkehrsmuseum Remise                   , walking,            4503, 4.5 km       ,             3712, 1 hour 2 mins  ,                            , 
Adventmarkt Favoriten                              , Weihnacht im Wald                                  , walking,            1171, 1.2 km       ,              968, 16 mins        ,                            , 
Adventmarkt Favoriten                              , Winterzauber im Böhmischen Prater                  , walking,            4563, 4.6 km       ,             3994, 1 hour 7 mins  ,                            , 
Adventmarkt Favoriten                              , Adventmarkt Meidling                               , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Favoriten                              , Ottakringer Weihnachtszauber                       , walking,            5648, 5.6 km       ,             4853, 1 hour 21 mins ,                            , 
Adventmarkt Favoriten                              , Adventmarkt im Schloss Neugebäude                  , walking,            8054, 8.1 km       ,             6624, 1 hour 50 mins ,                            , 
Winterzauber im Böhmischen Prater                  , MQ                                                 , walking,            5766, 5.8 km       ,             4614, 1 hour 17 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Altes AKH                                          , walking,            7452, 7.5 km       ,             6047, 1 hour 41 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Am Hof                                             , walking,            6294, 6.3 km       ,             5056, 1 hour 24 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Spittelberg                                        , walking,            6047, 6.0 km       ,             4914, 1 hour 22 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Stephansplatz                                      , walking,            5931, 5.9 km       ,             4762, 1 hour 19 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Opera                                              , walking,            8337, 8.3 km       ,             6906, 1 hour 55 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Türkenschanzpark                                   , walking,           10234, 10.2 km      ,             8563, 2 hours 23 mins,                            , 
Winterzauber im Böhmischen Prater                  , Maria-Theresien-Platz                              , walking,            5832, 5.8 km       ,             4593, 1 hour 17 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Blumengärten Hirschstetten                         , walking,           12985, 13.0 km      ,            10666, 2 hours 58 mins,                            , 
Winterzauber im Böhmischen Prater                  , Palais Liechtenstein                               , walking,            7810, 7.8 km       ,             6319, 1 hour 45 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Belvedere                                          , walking,            3645, 3.6 km       ,             2925, 49 mins        ,                            , 
Winterzauber im Böhmischen Prater                  , Karlsplatz                                         , walking,            4992, 5.0 km       ,             3894, 1 hour 5 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Messe                                              , walking,            7682, 7.7 km       ,             6258, 1 hour 44 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Altwiener Christkindlmarkt                         , walking,            6379, 6.4 km       ,             5137, 1 hour 26 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Biobauern-Adventmarkt                              , walking,            4563, 4.6 km       ,             3694, 1 hour 2 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Rathaus                                            , walking,            6746, 6.7 km       ,             5350, 1 hour 29 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Schönbrunn                                         , walking,            8074, 8.1 km       ,             6731, 1 hour 52 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Prater / Riesenrad                                 , walking,            7030, 7.0 km       ,             5646, 1 hour 34 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Mittelalterlicher Adventmarkt                      , walking,            4563, 4.6 km       ,             3694, 1 hour 2 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Weihnachtsmarkt am Michaelerplatz                  , walking,            5921, 5.9 km       ,             4766, 1 hour 19 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Schloss Wilhelminenberg                            , walking,           12056, 12.1 km      ,            10387, 2 hours 53 mins,                            , 
Winterzauber im Böhmischen Prater                  , Advent in der Stallburg                            , walking,            5807, 5.8 km       ,             4678, 1 hour 18 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Adventmarkt Mariahilf                              , walking,            5894, 5.9 km       ,             4835, 1 hour 21 mins ,                            , 
Winterzauber im Böhmischen Prater                  , IKEA Westbahnhof                                   , walking,            6547, 6.5 km       ,             5460, 1 hour 31 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,           12399, 12.4 km      ,            10099, 2 hours 48 mins,                            , 
Winterzauber im Böhmischen Prater                  , Adventmark Verkehrsmuseum Remise                   , walking,            4756, 4.8 km       ,             3862, 1 hour 4 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Weihnacht im Wald                                  , walking,            5176, 5.2 km       ,             4208, 1 hour 10 mins ,                            , 
Winterzauber im Böhmischen Prater                  , Adventmarkt Favoriten                              , walking,            4563, 4.6 km       ,             3694, 1 hour 2 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Adventmarkt Meidling                               , walking,            4563, 4.6 km       ,             3694, 1 hour 2 mins  ,                            , 
Winterzauber im Böhmischen Prater                  , Ottakringer Weihnachtszauber                       , walking,           10036, 10.0 km      ,             8285, 2 hours 18 mins,                            , 
Winterzauber im Böhmischen Prater                  , Adventmarkt im Schloss Neugebäude                  , walking,            4490, 4.5 km       ,             3578, 1 hour 0 mins  ,                            , 
Adventmarkt Meidling                               , MQ                                                 , walking,            1928, 1.9 km       ,             1627, 27 mins        ,                            , 
Adventmarkt Meidling                               , Altes AKH                                          , walking,            3741, 3.7 km       ,             3154, 53 mins        ,                            , 
Adventmarkt Meidling                               , Am Hof                                             , walking,            2954, 3.0 km       ,             2462, 41 mins        ,                            , 
Adventmarkt Meidling                               , Spittelberg                                        , walking,            2146, 2.1 km       ,             1813, 30 mins        ,                            , 
Adventmarkt Meidling                               , Stephansplatz                                      , walking,            2786, 2.8 km       ,             2296, 38 mins        ,                            , 
Adventmarkt Meidling                               , Opera                                              , walking,            4653, 4.7 km       ,             3937, 1 hour 6 mins  ,                            , 
Adventmarkt Meidling                               , Türkenschanzpark                                   , walking,            6638, 6.6 km       ,             5725, 1 hour 35 mins ,                            , 
Adventmarkt Meidling                               , Maria-Theresien-Platz                              , walking,            2144, 2.1 km       ,             1821, 30 mins        ,                            , 
Adventmarkt Meidling                               , Blumengärten Hirschstetten                         , walking,           12673, 12.7 km      ,            10592, 2 hours 57 mins,                            , 
Adventmarkt Meidling                               , Palais Liechtenstein                               , walking,            4424, 4.4 km       ,             3680, 1 hour 1 min   ,                            , 
Adventmarkt Meidling                               , Belvedere                                          , walking,            1929, 1.9 km       ,             1655, 28 mins        ,                            , 
Adventmarkt Meidling                               , Karlsplatz                                         , walking,            1741, 1.7 km       ,             1417, 24 mins        ,                            , 
Adventmarkt Meidling                               , Messe                                              , walking,            5899, 5.9 km       ,             4925, 1 hour 22 mins ,                            , 
Adventmarkt Meidling                               , Altwiener Christkindlmarkt                         , walking,            2993, 3.0 km       ,             2498, 42 mins        ,                            , 
Adventmarkt Meidling                               , Biobauern-Adventmarkt                              , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Meidling                               , Rathaus                                            , walking,            3121, 3.1 km       ,             2613, 44 mins        ,                            , 
Adventmarkt Meidling                               , Schönbrunn                                         , walking,            4936, 4.9 km       ,             4250, 1 hour 11 mins ,                            , 
Adventmarkt Meidling                               , Prater / Riesenrad                                 , walking,            4633, 4.6 km       ,             3863, 1 hour 4 mins  ,                            , 
Adventmarkt Meidling                               , Mittelalterlicher Adventmarkt                      , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Meidling                               , Weihnachtsmarkt am Michaelerplatz                  , walking,            2536, 2.5 km       ,             2127, 35 mins        ,                            , 
Adventmarkt Meidling                               , Schloss Wilhelminenberg                            , walking,            7669, 7.7 km       ,             6954, 1 hour 56 mins ,                            , 
Adventmarkt Meidling                               , Advent in der Stallburg                            , walking,            2422, 2.4 km       ,             2039, 34 mins        ,                            , 
Adventmarkt Meidling                               , Adventmarkt Mariahilf                              , walking,            1559, 1.6 km       ,             1365, 23 mins        ,                            , 
Adventmarkt Meidling                               , IKEA Westbahnhof                                   , walking,            2345, 2.3 km       ,             2054, 34 mins        ,                            , 
Adventmarkt Meidling                               , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            9385, 9.4 km       ,             7770, 2 hours 10 mins,                            , 
Adventmarkt Meidling                               , Adventmark Verkehrsmuseum Remise                   , walking,            4503, 4.5 km       ,             3712, 1 hour 2 mins  ,                            , 
Adventmarkt Meidling                               , Weihnacht im Wald                                  , walking,            1171, 1.2 km       ,              968, 16 mins        ,                            , 
Adventmarkt Meidling                               , Adventmarkt Favoriten                              , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Adventmarkt Meidling                               , Winterzauber im Böhmischen Prater                  , walking,            4563, 4.6 km       ,             3994, 1 hour 7 mins  ,                            , 
Adventmarkt Meidling                               , Ottakringer Weihnachtszauber                       , walking,            5648, 5.6 km       ,             4853, 1 hour 21 mins ,                            , 
Adventmarkt Meidling                               , Adventmarkt im Schloss Neugebäude                  , walking,            8054, 8.1 km       ,             6624, 1 hour 50 mins ,                            , 
Ottakringer Weihnachtszauber                       , MQ                                                 , walking,            4056, 4.1 km       ,             3273, 55 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Altes AKH                                          , walking,            3667, 3.7 km       ,             2949, 49 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Am Hof                                             , walking,            5077, 5.1 km       ,             4072, 1 hour 8 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Spittelberg                                        , walking,            4081, 4.1 km       ,             3299, 55 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Stephansplatz                                      , walking,            5472, 5.5 km       ,             4390, 1 hour 13 mins ,                            , 
Ottakringer Weihnachtszauber                       , Opera                                              , walking,            3124, 3.1 km       ,             2518, 42 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Türkenschanzpark                                   , walking,            4064, 4.1 km       ,             3378, 56 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Maria-Theresien-Platz                              , walking,            4133, 4.1 km       ,             3315, 55 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Blumengärten Hirschstetten                         , walking,           15277, 15.3 km      ,            12650, 3 hours 31 mins,                            , 
Ottakringer Weihnachtszauber                       , Palais Liechtenstein                               , walking,            4680, 4.7 km       ,             3796, 1 hour 3 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Belvedere                                          , walking,            6602, 6.6 km       ,             5406, 1 hour 30 mins ,                            , 
Ottakringer Weihnachtszauber                       , Karlsplatz                                         , walking,            5269, 5.3 km       ,             4228, 1 hour 10 mins ,                            , 
Ottakringer Weihnachtszauber                       , Messe                                              , walking,            8568, 8.6 km       ,             7053, 1 hour 58 mins ,                            , 
Ottakringer Weihnachtszauber                       , Altwiener Christkindlmarkt                         , walking,            4692, 4.7 km       ,             3777, 1 hour 3 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Biobauern-Adventmarkt                              , walking,            5648, 5.6 km       ,             4586, 1 hour 16 mins ,                            , 
Ottakringer Weihnachtszauber                       , Rathaus                                            , walking,            4191, 4.2 km       ,             3370, 56 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Schönbrunn                                         , walking,            4541, 4.5 km       ,             3678, 1 hour 1 min   ,                            , 
Ottakringer Weihnachtszauber                       , Prater / Riesenrad                                 , walking,            7708, 7.7 km       ,             6250, 1 hour 44 mins ,                            , 
Ottakringer Weihnachtszauber                       , Mittelalterlicher Adventmarkt                      , walking,            5648, 5.6 km       ,             4586, 1 hour 16 mins ,                            , 
Ottakringer Weihnachtszauber                       , Weihnachtsmarkt am Michaelerplatz                  , walking,            4793, 4.8 km       ,             3851, 1 hour 4 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Schloss Wilhelminenberg                            , walking,            2020, 2.0 km       ,             2091, 35 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Advent in der Stallburg                            , walking,            4914, 4.9 km       ,             3957, 1 hour 6 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Adventmarkt Mariahilf                              , walking,            4335, 4.3 km       ,             3512, 59 mins        ,                            , 
Ottakringer Weihnachtszauber                       , IKEA Westbahnhof                                   , walking,            4063, 4.1 km       ,             3346, 56 mins        ,                            , 
Ottakringer Weihnachtszauber                       , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            9887, 9.9 km       ,             8087, 2 hours 15 mins,                            , 
Ottakringer Weihnachtszauber                       , Adventmark Verkehrsmuseum Remise                   , walking,            8378, 8.4 km       ,             6764, 1 hour 53 mins ,                            , 
Ottakringer Weihnachtszauber                       , Weihnacht im Wald                                  , walking,            4968, 5.0 km       ,             3997, 1 hour 7 mins  ,                            , 
Ottakringer Weihnachtszauber                       , Adventmarkt Favoriten                              , walking,            5648, 5.6 km       ,             4586, 1 hour 16 mins ,                            , 
Ottakringer Weihnachtszauber                       , Winterzauber im Böhmischen Prater                  , walking,           10036, 10.0 km      ,             8322, 2 hours 19 mins,                            , 
Ottakringer Weihnachtszauber                       , Adventmarkt Meidling                               , walking,            5648, 5.6 km       ,             4586, 1 hour 16 mins ,                            , 
Ottakringer Weihnachtszauber                       , Adventmarkt im Schloss Neugebäude                  , walking,           12641, 12.6 km      ,            10292, 2 hours 52 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , MQ                                                 , walking,            8371, 8.4 km       ,             7001, 1 hour 57 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Altes AKH                                          , walking,            9996, 10.0 km      ,             8349, 2 hours 19 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , Am Hof                                             , walking,            8665, 8.7 km       ,             7170, 2 hours 0 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Spittelberg                                        , walking,            8825, 8.8 km       ,             7379, 2 hours 3 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Stephansplatz                                      , walking,            8084, 8.1 km       ,             6714, 1 hour 52 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Opera                                              , walking,           11786, 11.8 km      ,             9935, 2 hours 46 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , Türkenschanzpark                                   , walking,           12629, 12.6 km      ,            10726, 2 hours 59 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , Maria-Theresien-Platz                              , walking,            8235, 8.2 km       ,             6865, 1 hour 54 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Blumengärten Hirschstetten                         , walking,           12895, 12.9 km      ,            10662, 2 hours 58 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , Palais Liechtenstein                               , walking,            9999, 10.0 km      ,             8293, 2 hours 18 mins,                            , 
Adventmarkt im Schloss Neugebäude                  , Belvedere                                          , walking,            6589, 6.6 km       ,             5522, 1 hour 32 mins ,                            , 
Adventmarkt im Schloss Neugebäude                  , Karlsplatz                                         , walking,            7496, 7.5 km       ,             6200, 1 hour 43 mins ,                            , 
